"OOR Code","Country of formation","Country Code (ISO 3166-1)","Jurisdiction of formation","Country sub-division code (ISO 3166-2)","Entity Legal Form name Local name (ELF)","ELF Code","Official Organizational Role (OOR)","Language","Language Code (ISO 639-1)","OOR Transliterated name (per ISO 01-140-10)","Abbreviations OOR Local language","Abbreviations OOR transliterated","Date created YYYY-MM-DD (ISO 8601)","OOR Status ACTV/INAC","Modification","Modification date YYYY-MM-DD (ISO 8601)","Reason","Applicable legislation / regulation"
"SJNONF","United States of America","US","Rhode Island","US-RI","Business Corporation","Z54A","president","English","en","president","","","2023-06-28","ACTV","","","","2013 Rhode Island General Laws: Title 7 - Corporations, Associations and Partnerships: Ch. 7-1.2 Rhode Island Business Corporation Act - Section 7-1.2-812"
"UHDVJL","United States of America","US","Rhode Island","US-RI","Business Corporation","Z54A","assistant officer","English","en","assistant officer","","","2023-06-28","ACTV","","","","2013 Rhode Island General Laws: Title 7 - Corporations, Associations and Partnerships: Ch. 7-1.2 Rhode Island Business Corporation Act - Section 7-1.2-812"
"Y3CNFC","United States of America","US","Rhode Island","US-RI","Business Corporation","Z54A","subscriber","English","en","subscriber","","","2023-06-28","ACTV","","","","2013 Rhode Island General Laws: Title 7 - Corporations, Associations and Partnerships: Ch. 7-1.2 Rhode Island Business Corporation Act - Section 7-1.2-106"
"YWPOPP","United States of America","US","Rhode Island","US-RI","Business Corporation","Z54A","director","English","en","director","","","2023-06-28","ACTV","","","","2013 Rhode Island General Laws: Title 7 - Corporations, Associations and Partnerships: Ch. 7-1.2 Rhode Island Business Corporation Act - Section 7-1.2-105"
"0EQ9YY","United States of America","US","South Carolina","US-SC","Statutory Close Corporation","G0HE","director","English","en","director","Dir.","","2023-06-28","ACTV","","","","South Carolina Code of Laws: Title 33: Ch. 18 - South Carolina Statutory Close Corporation Supplement Note that Chapters 1 through 17 of the Business Corporation Act also apply S. 33-18-210"
"1OLXMH","United States of America","US","South Carolina","US-SC","Limited Liability Company","DBGD","member","English","en","member","","","2023-06-28","ACTV","","","","South Carolina Code of Laws: Title 33: Ch. 44 - Uniform Limited Liability Company Act of 1996 S. 33-44-103"
"4PROAN","United States of America","US","South Carolina","US-SC","Statutory Close Corporation","G0HE","officer","English","en","officer","","","2023-06-28","ACTV","","","","South Carolina Code of Laws: Title 33: Ch. 18 - South Carolina Statutory Close Corporation Supplement Note that Chapters 1 through 17 of the Business Corporation Act also apply S. 33-18-410"
"80KGZM","United States of America","US","South Carolina","US-SC","Limited Liability Company","DBGD","manager","English","en","manager","Mgr.","","2023-06-28","ACTV","","","","South Carolina Code of Laws: Title 33: Ch. 44 - Uniform Limited Liability Company Act of 1996 S. 33-44-101"
"AAZCZA","United States of America","US","South Carolina","US-SC","Limited Liability Company","DBGD","organizer","English","en","organizer","","","2023-06-28","ACTV","","","","South Carolina Code of Laws: Title 33: Ch. 44 - Uniform Limited Liability Company Act of 1996 S. 33-44-202"
"AJH3IP","United States of America","US","South Carolina","US-SC","Limited Liability Company","DBGD","receiver","English","en","receiver","","","2023-06-28","ACTV","","","","South Carolina Code of Laws: Title 33: Ch. 44 - Uniform Limited Liability Company Act of 1996 S. 33-44-504"
"ARUYNP","United States of America","US","South Carolina","US-SC","Statutory Close Corporation","G0HE","subscriber","English","en","subscriber","","","2023-06-28","ACTV","","","","South Carolina Code of Laws: Title 33: Ch. 1 - South Carolina Business Corporation Act of 1988 Note that Chapters 1 through 17 of the Business Corporation Act apply to close corporations S. 33-1-401"
"CYTVWK","United States of America","US","South Carolina","US-SC","Statutory Close Corporation","G0HE","registered agent","English","en","registered agent","","","2023-06-28","ACTV","","","","South Carolina Code of Laws: Title 33: Ch. 1 - South Carolina Business Corporation Act of 1988 Note that Chapters 1 through 17 of the Business Corporation Act apply to close corporations S. 33-5-101"
"G1WF0Y","United States of America","US","South Carolina","US-SC","Statutory Close Corporation","G0HE","custodian","English","en","custodian","","","2023-06-28","ACTV","","","","South Carolina Code of Laws: Title 33: Ch. 1 - South Carolina Business Corporation Act of 1988 Note that Chapters 1 through 17 of the Business Corporation Act apply to close corporations S. 33-14-320"
"G69LZW","United States of America","US","South Carolina","US-SC","Statutory Close Corporation","G0HE","chairman","English","en","chairman","Ch.","","2023-06-28","ACTV","","","","South Carolina Code of Laws: Title 33: Ch. 1 - South Carolina Business Corporation Act of 1988 Note that Chapters 1 through 17 of the Business Corporation Act apply to close corporations S. 33-1-200"
"IGCJ2K","United States of America","US","South Carolina","US-SC","Statutory Close Corporation","G0HE","designated director","English","en","designated director","","","2023-06-28","ACTV","","","","South Carolina Code of Laws: Title 33: Ch. 18 - South Carolina Statutory Close Corporation Supplement Note that Chapters 1 through 17 of the Business Corporation Act also apply S. 33-18-210"
"IL8MVX","United States of America","US","South Carolina","US-SC","Statutory Close Corporation","G0HE","shareholder","English","en","shareholder","","","2023-06-28","ACTV","","","","South Carolina Code of Laws: Title 33: Ch. 18 - South Carolina Statutory Close Corporation Supplement Note that Chapters 1 through 17 of the Business Corporation Act also apply S. 33-18-109"
"LN4ZGO","United States of America","US","South Carolina","US-SC","Statutory Close Corporation","G0HE","receiver","English","en","receiver","","","2023-06-28","ACTV","","","","South Carolina Code of Laws: Title 33: Ch. 1 - South Carolina Business Corporation Act of 1988 Note that Chapters 1 through 17 of the Business Corporation Act apply to close corporations S. 33-14-320"
"NBJ7M8","United States of America","US","South Carolina","US-SC","Statutory Close Corporation","G0HE","incorporator","English","en","incorporator","","","2023-06-28","ACTV","","","","South Carolina Code of Laws: Title 33: Ch. 1 - South Carolina Business Corporation Act of 1988 Note that Chapters 1 through 17 of the Business Corporation Act apply to close corporations S. 33-2-101"
"TEKWEB","United States of America","US","South Carolina","US-SC","Statutory Close Corporation","G0HE","custodian","English","en","custodian","","","2023-06-28","ACTV","","","","South Carolina Code of Laws: Title 33: Ch. 18 - South Carolina Statutory Close Corporation Supplement Note that Chapters 1 through 17 of the Business Corporation Act also apply S. 33-18-410"
"UHA5C6","United States of America","US","South Carolina","US-SC","Statutory Close Corporation","G0HE","trustee","English","en","trustee","","","2023-06-28","ACTV","","","","South Carolina Code of Laws: Title 33: Ch. 1 - South Carolina Business Corporation Act of 1988 Note that Chapters 1 through 17 of the Business Corporation Act apply to close corporations S. 33-1-200"
"V15GQD","United States of America","US","South Carolina","US-SC","Limited Liability Company","DBGD","agent (for service of process)","English","en","agent (for service of process)","","","2023-06-28","ACTV","","","","South Carolina Code of Laws: Title 33: Ch. 44 - Uniform Limited Liability Company Act of 1996 S. 33-44-108"
"WL8BIT","United States of America","US","South Carolina","US-SC","Statutory Close Corporation","G0HE","secretary","English","en","secretary","Sec.","","2023-06-28","ACTV","","","","South Carolina Code of Laws: Title 33: Ch. 1 - South Carolina Business Corporation Act of 1988 Note that Chapters 1 through 17 of the Business Corporation Act apply to close corporations S. 33-1-400"
"YX0ALZ","United States of America","US","South Carolina","US-SC","Statutory Close Corporation","G0HE","assistant officer","English","en","assistant officer","","","2023-06-28","ACTV","","","","South Carolina Code of Laws: Title 33: Ch. 1 - South Carolina Business Corporation Act of 1988 Note that Chapters 1 through 17 of the Business Corporation Act apply to close corporations S. 33-8-400"
"04GQOF","United States of America","US","South Dakota","US-SD","Business Corporation","JZWN","director","English","en","director","Dir.","","2023-06-28","ACTV","","","","South Dakota Codified Laws: Title 47: Ch.1 - South Dakota Business Corporation Act 47-1A-120"
"3CXV7Q","United States of America","US","South Dakota","US-SD","Business Corporation","JZWN","chair","English","en","chair","Ch.","","2023-06-28","ACTV","","","","South Dakota Codified Laws: Title 47: Ch.1 - South Dakota Business Corporation Act 47-1A-120"
"3X3IC4","United States of America","US","South Dakota","US-SD","Limited Liability Company","C276","registered agent","English","en","registered agent","","","2023-06-28","ACTV","","","","South Dakota Codified Laws: Title 47: Ch.34A - UNIFORM LIMITED LIABILITY COMPANY ACT 47-34A-704"
"4HXMFB","United States of America","US","South Dakota","US-SD","Business Corporation","JZWN","voting trustee","English","en","voting trustee","","","2023-06-28","ACTV","","","","South Dakota Codified Laws: Title 47: Ch.1 - South Dakota Business Corporation Act 47-1A-730"
"54JGWU","United States of America","US","South Dakota","US-SD","Business Corporation","JZWN","officer","English","en","officer","","","2023-06-28","ACTV","","","","South Dakota Codified Laws: Title 47: Ch.1 - South Dakota Business Corporation Act 47-1A-120"
"5PHBRC","United States of America","US","South Dakota","US-SD","Business Corporation","JZWN","shareholder","English","en","shareholder","","","2023-06-28","ACTV","","","","South Dakota Codified Laws: Title 47: Ch.1 - South Dakota Business Corporation Act 47-1A-142"
"6YIH7B","United States of America","US","South Dakota","US-SD","Business Corporation","JZWN","president","English","en","president","Pres.","","2023-06-28","ACTV","","","","South Dakota Codified Laws: Title 47: Ch.1 - South Dakota Business Corporation Act 47-1A-120"
"EJZOHQ","United States of America","US","South Dakota","US-SD","Limited Liability Company","C276","officer","English","en","officer","","","2023-06-28","ACTV","","","","South Dakota Codified Laws: Title 47: Ch.34A - UNIFORM LIMITED LIABILITY COMPANY ACT 47-34A-411"
"J4YSDX","United States of America","US","South Dakota","US-SD","Business Corporation","JZWN","record shareholder","English","en","record shareholder","","","2023-06-28","ACTV","","","","South Dakota Codified Laws: Title 47: Ch.1 - South Dakota Business Corporation Act 47-1A-1301"
"KJHX45","United States of America","US","South Dakota","US-SD","Business Corporation","JZWN","custodian","English","en","custodian","","","2023-06-28","ACTV","","","","South Dakota Codified Laws: Title 47: Ch.1 - South Dakota Business Corporation Act 47-1A-1432"
"OWU7BK","United States of America","US","South Dakota","US-SD","Limited Liability Company","C276","manager","English","en","manager","Mgr.","","2023-06-28","ACTV","","","","South Dakota Codified Laws: Title 47: Ch.34A - UNIFORM LIMITED LIABILITY COMPANY ACT 47-34A-101"
"PYKWIN","United States of America","US","South Dakota","US-SD","Limited Liability Company","C276","member","English","en","member","","","2023-06-28","ACTV","","","","South Dakota Codified Laws: Title 47: Ch.34A - UNIFORM LIMITED LIABILITY COMPANY ACT 47-34A-101"
"Q5TDRH","United States of America","US","South Dakota","US-SD","Business Corporation","JZWN","beneficial shareholder","English","en","beneficial shareholder","","","2023-06-28","ACTV","","","","South Dakota Codified Laws: Title 47: Ch.1 - South Dakota Business Corporation Act 47-1A-1301"
"QGDTDG","United States of America","US","South Dakota","US-SD","Limited Liability Company","C276","receiver","English","en","receiver","","","2023-06-28","ACTV","","","","South Dakota Codified Laws: Title 47: Ch.34A - UNIFORM LIMITED LIABILITY COMPANY ACT 47-34A-205"
"RTBTKS","United States of America","US","South Dakota","US-SD","Business Corporation","JZWN","incorporator","English","en","incorporator","","","2023-06-28","ACTV","","","","South Dakota Codified Laws: Title 47: Ch.1 - South Dakota Business Corporation Act 47-1A-120"
"URSULR","United States of America","US","South Dakota","US-SD","Business Corporation","JZWN","receiver","English","en","receiver","","","2023-06-28","ACTV","","","","South Dakota Codified Laws: Title 47: Ch.1 - South Dakota Business Corporation Act 47-1A-120"
"VANRZC","United States of America","US","South Dakota","US-SD","Business Corporation","JZWN","trustee","English","en","trustee","","","2023-06-28","ACTV","","","","South Dakota Codified Laws: Title 47: Ch.1 - South Dakota Business Corporation Act 47-1A-120"
"XN8MDP","United States of America","US","South Dakota","US-SD","Business Corporation","JZWN","senior executive","English","en","senior executive","Snr.Exec.","","2023-06-28","ACTV","","","","South Dakota Codified Laws: Title 47: Ch.1 - South Dakota Business Corporation Act 47-1A-1301"
"0YBAXX","United States of America","US","Tennessee","US-TN","Limited Liability Company","I2XB","custodian","English","en","custodian","","","2023-06-28","ACTV","","","","Tennessee Code: Title 48 - Tennessee Limited Liability Company Act 48-245-904"
"9R63VE","United States of America","US","Tennessee","US-TN","For-Profit Corporation","QJ9F","custodian","English","en","custodian","","","2023-06-28","ACTV","","","","Tennessee Code: Title 48 - Tennessee Business Corporation Act 48-24-303"
"AQDTKQ","United States of America","US","Tennessee","US-TN","Limited Liability Company","I2XB","registered agent","English","en","registered agent","","","2023-06-28","ACTV","","","","Tennessee Code: Title 48 - Tennessee Limited Liability Company Act 48-208-101"
"AXDFCR","United States of America","US","Tennessee","US-TN","Limited Liability Company","I2XB","owner","English","en","owner","","","2023-06-28","ACTV","","","","Tennessee Code: Title 48 - Tennessee Limited Liability Company Act 48-202-103"
"BUJ9DC","United States of America","US","Tennessee","US-TN","For-Profit Corporation","QJ9F","trustee","English","en","trustee","","","2023-06-28","ACTV","","","","Tennessee Code: Title 48 - Tennessee Business Corporation Act 48-11-301"
"BZ1ZQM","United States of America","US","Tennessee","US-TN","Limited Liability Company","I2XB","manager","English","en","manager","Mgr.","","2023-06-28","ACTV","","","","Tennessee Code: Title 48 - Tennessee Limited Liability Company Act 48-202-101"
"CLNYIM","United States of America","US","Tennessee","US-TN","For-Profit Corporation","QJ9F","chair","English","en","chair","Ch.","","2023-06-28","ACTV","","","","Tennessee Code: Title 48 - Tennessee Business Corporation Act 48-11-301"
"CUBFXB","United States of America","US","Tennessee","US-TN","Limited Liability Company","I2XB","holder of financial rights","English","en","holder of financial rights","","","2023-06-28","ACTV","","","","Tennessee Code: Title 48 - Ch.249 - Tennessee Revised Limited Liability Company Act 48-249-102"
"EYD9CQ","United States of America","US","Tennessee","US-TN","For-Profit Corporation","QJ9F","incorporator","English","en","incorporator","","","2023-06-28","ACTV","","","","Tennessee Code: Title 48 - Tennessee Business Corporation Act 48-11-301"
"F5NOVM","United States of America","US","Tennessee","US-TN","For-Profit Corporation","QJ9F","registered agent","English","en","registered agent","","","2023-06-28","ACTV","","","","Tennessee Code: Title 48 - Tennessee Business Corporation Act 48-15-101"
"FQXSF6","United States of America","US","Tennessee","US-TN","For-Profit Corporation","QJ9F","director","English","en","director","Dir.","","2023-06-28","ACTV","","","","Tennessee Code: Title 48 - Tennessee Business Corporation Act 48-11-301"
"GQDVEM","United States of America","US","Tennessee","US-TN","For-Profit Corporation","QJ9F","shareholder","English","en","shareholder","","","2023-06-28","ACTV","","","","Tennessee Code: Title 48 - Tennessee Business Corporation Act 48-11-201"
"IE8KPM","United States of America","US","Tennessee","US-TN","For-Profit Corporation","QJ9F","president","English","en","president","Pres.","","2023-06-28","ACTV","","","","Tennessee Code: Title 48 - Tennessee Business Corporation Act 48-11-301"
"IFLNK6","United States of America","US","Tennessee","US-TN","Limited Liability Company","I2XB","chief manager","English","en","chief manager","","","2023-06-28","ACTV","","","","Tennessee Code: Title 48 - Tennessee Limited Liability Company Act 48-241-101"
"MKNVKE","United States of America","US","Tennessee","US-TN","For-Profit Corporation","QJ9F","assistant officer","English","en","assistant officer","","","2023-06-28","ACTV","","","","Tennessee Code: Title 48 - Tennessee Business Corporation Act 48-18-401"
"OHI3S6","United States of America","US","Tennessee","US-TN","Limited Liability Company","I2XB","secretary","English","en","secretary","Sec.","","2023-06-28","ACTV","","","","Tennessee Code: Title 48 - Tennessee Limited Liability Company Act 48-241-102"
"PTBJYB","United States of America","US","Tennessee","US-TN","Limited Liability Company","I2XB","director","English","en","director","Dir.","","2023-06-28","ACTV","","","","Tennessee Code: Title 48 - Ch.249 - Tennessee Revised Limited Liability Company Act 48-249-102"
"T0YJ0W","United States of America","US","Tennessee","US-TN","For-Profit Corporation","QJ9F","officer","English","en","officer","","","2023-06-28","ACTV","","","","Tennessee Code: Title 48 - Tennessee Business Corporation Act 48-11-301"
"T4PNPV","United States of America","US","Tennessee","US-TN","Limited Liability Company","I2XB","organizer","English","en","organizer","","","2023-06-28","ACTV","","","","Tennessee Code: Title 48 - Tennessee Limited Liability Company Act 48-203-102"
"T5ZZ74","United States of America","US","Tennessee","US-TN","Limited Liability Company","I2XB","president","English","en","president","Pres.","","2023-06-28","ACTV","","","","Tennessee Code: Title 48 - Ch.249 - Tennessee Revised Limited Liability Company Act 48-249-401"
"WGO7CR","United States of America","US","Tennessee","US-TN","Limited Liability Company","I2XB","governor","English","en","governor","Gov.","","2023-06-28","ACTV","","","","Tennessee Code: Title 48 - Tennessee Limited Liability Company Act 48-239-101"
"WRIWX9","United States of America","US","Tennessee","US-TN","Limited Liability Company","I2XB","receiver","English","en","receiver","","","2023-06-28","ACTV","","","","Tennessee Code: Title 48 - Tennessee Limited Liability Company Act 48-245-904"
"WYCNSB","United States of America","US","Tennessee","US-TN","For-Profit Corporation","QJ9F","secretary","English","en","secretary","Sec.","","2023-06-28","ACTV","","","","Tennessee Code: Title 48 - Tennessee Business Corporation Act 48-11-201"
"YTQ6AX","United States of America","US","Tennessee","US-TN","For-Profit Corporation","QJ9F","receiver","English","en","receiver","","","2023-06-28","ACTV","","","","Tennessee Code: Title 48 - Tennessee Business Corporation Act 48-11-301"
"ZFFS0S","United States of America","US","Tennessee","US-TN","Limited Liability Company","I2XB","member","English","en","member","","","2023-06-28","ACTV","","","","Tennessee Code: Title 48 - Tennessee Limited Liability Company Act 48-202-102"
"1CAYLK","United States of America","US","Texas","US-TX","For-Profit Corporation","C5K7","Director","English","en","Director","","","2023-06-28","ACTV","","","","Texas Statutes BUSINESS ORGANIZATIONS CODE TITLE 2. CORPORATIONS CHAPTER 21. FOR-PROFIT CORPORATIONS - s.21.002"
"5C880G","United States of America","US","Texas","US-TX","For-Profit Corporation","C5K7","Secretary","English","en","Secretary","","","2023-06-28","ACTV","","","","Texas Statutes BUSINESS ORGANIZATIONS CODE TITLE 2. CORPORATIONS CHAPTER 21. FOR-PROFIT CORPORATIONS - s.21.411"
"8GYZHT","United States of America","US","Texas","US-TX","For-Profit Corporation","C5K7","Shareholder","English","en","Shareholder","","","2023-06-28","ACTV","","","","Texas Statutes BUSINESS ORGANIZATIONS CODE TITLE 2. CORPORATIONS CHAPTER 21. FOR-PROFIT CORPORATIONS - s.21.002"
"9GAXNN","United States of America","US","Texas","US-TX","Limited Liability Company","WYG5","Manager","English","en","Manager","","","2023-06-28","ACTV","","","","Texas Statutes BUSINESS ORGANIZATIONS CODE TITLE 3. LIMITED LIABILITY COMPANIES CHAPTER 101. LIMITED LIABILITY COMPANIES - s.101.0515"
"9OBUWO","United States of America","US","Texas","US-TX","For-Profit Corporation","C5K7","Assistant secretary","English","en","Assistant secretary","","","2023-06-28","ACTV","","","","Texas Statutes BUSINESS ORGANIZATIONS CODE TITLE 2. CORPORATIONS CHAPTER 21. FOR-PROFIT CORPORATIONS - s.21.411"
"FOZWPX","United States of America","US","Texas","US-TX","Limited Partnership","FE1L","Limited partner","English","en","Limited partner","LP","LP","2023-06-28","ACTV","","","","Texas Statutes Business Organizations Code TITLE 4. PARTNERSHIPS CHAPTER 153. LIMITED PARTNERSHIPS - s.153.003"
"H9SLGJ","United States of America","US","Texas","US-TX","For-Profit Corporation","C5K7","Officer","English","en","Officer","","","2023-06-28","ACTV","","","","Texas Statutes BUSINESS ORGANIZATIONS CODE TITLE 2. CORPORATIONS CHAPTER 21. FOR-PROFIT CORPORATIONS - s.21.101"
"HXJKGK","United States of America","US","Texas","US-TX","Limited Liability Company","WYG5","Member","English","en","Member","","","2023-06-28","ACTV","","","","Texas Statutes BUSINESS ORGANIZATIONS CODE TITLE 3. LIMITED LIABILITY COMPANIES CHAPTER 101. LIMITED LIABILITY COMPANIES - s.101.0515"
"IQSK2H","United States of America","US","Texas","US-TX","For-Profit Corporation","C5K7","Registered agent","English","en","Registered agent","","","2023-06-28","ACTV","","","","Texas Statutes BUSINESS ORGANIZATIONS CODE TITLE 2. CORPORATIONS CHAPTER 21. FOR-PROFIT CORPORATIONS - s.21.916"
"IUH9RK","United States of America","US","Texas","US-TX","For-Profit Corporation","C5K7","Custodian","English","en","Custodian","","","2023-06-28","ACTV","","","","Texas Statutes BUSINESS ORGANIZATIONS CODE TITLE 2. CORPORATIONS CHAPTER 21. FOR-PROFIT CORPORATIONS - s.21.757"
"KZCOLH","United States of America","US","Texas","US-TX","Limited Liability Company","WYG5","Officer","English","en","Officer","","","2023-06-28","ACTV","","","","Texas Statutes BUSINESS ORGANIZATIONS CODE TITLE 3. LIMITED LIABILITY COMPANIES CHAPTER 101. LIMITED LIABILITY COMPANIES - s.101.052"
"L0JLLI","United States of America","US","Texas","US-TX","Limited Liability Company","WYG5","Committee member","English","en","Committee member","","","2023-06-28","ACTV","","","","Texas Statutes BUSINESS ORGANIZATIONS CODE TITLE 3. LIMITED LIABILITY COMPANIES CHAPTER 101. LIMITED LIABILITY COMPANIES - s.101.253"
"LB46ZC","United States of America","US","Texas","US-TX","For-Profit Corporation","C5K7","Provisional director","English","en","Provisional director","","","2023-06-28","ACTV","","","","Texas Statutes BUSINESS ORGANIZATIONS CODE TITLE 2. CORPORATIONS CHAPTER 21. FOR-PROFIT CORPORATIONS - s.21.758"
"LPXO1C","United States of America","US","Texas","US-TX","For-Profit Corporation","C5K7","Subscriber","English","en","Subscriber","","","2023-06-28","ACTV","","","","Texas Statutes BUSINESS ORGANIZATIONS CODE TITLE 2. CORPORATIONS CHAPTER 21. FOR-PROFIT CORPORATIONS - s.21.108"
"MSKL5Z","United States of America","US","Texas","US-TX","For-Profit Corporation","C5K7","Transfer agent","English","en","Transfer agent","","","2023-06-28","ACTV","","","","Texas Statutes BUSINESS ORGANIZATIONS CODE TITLE 2. CORPORATIONS CHAPTER 21. FOR-PROFIT CORPORATIONS - s.21.411"
"NPLBRM","United States of America","US","Texas","US-TX","For-Profit Corporation","C5K7","Beneficial holder","English","en","Beneficial holder","","","2023-06-28","ACTV","","","","Texas Statutes BUSINESS ORGANIZATIONS CODE TITLE 2. CORPORATIONS CHAPTER 21. FOR-PROFIT CORPORATIONS - s.21.218"
"OB9RHF","United States of America","US","Texas","US-TX","For-Profit Corporation","C5K7","Organizer","English","en","Organizer","","","2023-06-28","ACTV","","","","Texas Statutes BUSINESS ORGANIZATIONS CODE TITLE 2. CORPORATIONS CHAPTER 21. FOR-PROFIT CORPORATIONS - s.21.056"
"OM6TXA","United States of America","US","Texas","US-TX","For-Profit Corporation","C5K7","President","English","en","President","","","2023-06-28","ACTV","","","","Texas Statutes BUSINESS ORGANIZATIONS CODE TITLE 2. CORPORATIONS CHAPTER 21. FOR-PROFIT CORPORATIONS - s.21.352"
"OMU62X","United States of America","US","Texas","US-TX","Limited Liability Company","WYG5","Governing person","English","en","Governing person","","","2023-06-28","ACTV","","","","Texas Statutes BUSINESS ORGANIZATIONS CODE TITLE 3. LIMITED LIABILITY COMPANIES CHAPTER 101. LIMITED LIABILITY COMPANIES - s.101.253"
"OSCXEM","United States of America","US","Texas","US-TX","Limited Partnership","FE1L","General partner","English","en","General partner","GP","GP","2023-06-28","ACTV","","","","Texas Statutes Business Organizations Code TITLE 4. PARTNERSHIPS CHAPTER 153. LIMITED PARTNERSHIPS - s.153.003"
"QPTTV9","United States of America","US","Texas","US-TX","Limited Liability Company","WYG5","Authorized officer","English","en","Authorized officer","","","2023-06-28","ACTV","","","","Texas Statutes BUSINESS ORGANIZATIONS CODE TITLE 3. LIMITED LIABILITY COMPANIES CHAPTER 101. LIMITED LIABILITY COMPANIES - s.101.0515"
"RF7MOE","United States of America","US","Texas","US-TX","For-Profit Corporation","C5K7","Receiver","English","en","Receiver","","","2023-06-28","ACTV","","","","Texas Statutes BUSINESS ORGANIZATIONS CODE TITLE 2. CORPORATIONS CHAPTER 21. FOR-PROFIT CORPORATIONS - s.21.757"
"WE0SPB","United States of America","US","Texas","US-TX","Limited Partnership","FE1L","Registered agent","English","en","Registered agent","","","2023-06-28","ACTV","","","","Texas Statutes Business Organizations Code TITLE 4. PARTNERSHIPS CHAPTER 153. LIMITED PARTNERSHIPS - s.153.051"
"WZSVM1","United States of America","US","Texas","US-TX","Limited Partnership","FE1L","Officer","English","en","Officer","","","2023-06-28","ACTV","","","","Texas Statutes Business Organizations Code TITLE 4. PARTNERSHIPS CHAPTER 153. LIMITED PARTNERSHIPS - s.153.413"
"2CZCTW","United States of America","US","Utah","US-UT","Profit Corporation","2I4P","Shareholder","English","en","Shareholder","","","2023-06-28","ACTV","","","","Utah Revised Business Corporation Act - 16-10a-102; Utah Code: Title 16 Corporations: Chapter 10a"
"3AIH4I","United States of America","US","Utah","US-UT","Commercial Bank","65B6","Vice president","English","en","Vice president","VP","VP","2023-06-28","ACTV","","","","Utah Code: Title 7 Financial Insitutions Act, Chapter 1 - 7-1-318"
"82V6MZ","United States of America","US","Utah","US-UT","Commercial Bank","65B6","Director","English","en","Director","","","2023-06-28","ACTV","","","","Utah Code: Title 7 Financial Insitutions Act, Chapter 3 - 7-3-30"
"8MOMKH","United States of America","US","Utah","US-UT","Commercial Bank","65B6","Officer","English","en","Officer","","","2023-06-28","ACTV","","","","Utah Code: Title 7 Financial Insitutions Act, Chapter 3 - 7-3-32"
"DE2YWR","United States of America","US","Utah","US-UT","Profit Corporation","2I4P","Officer","English","en","Officer","","","2023-06-28","ACTV","","","","Utah Revised Business Corporation Act - 16-10a-830; Utah Code: Title 16 Corporations: Chapter 10a"
"DE6YWG","United States of America","US","Utah","US-UT","Commercial Bank","65B6","Shareholder","English","en","Shareholder","","","2023-06-28","ACTV","","","","Utah Code: Title 7 Financial Insitutions Act, Chapter 3 - 7-3-32"
"FIPYRZ","United States of America","US","Utah","US-UT","Profit Corporation","2I4P","Secretary","English","en","Secretary","","","2023-06-28","ACTV","","","","Utah Revised Business Corporation Act - 16-10a-102; Utah Code: Title 16 Corporations: Chapter 10a"
"FQOINK","United States of America","US","Utah","US-UT","Limited Liability Company (LLC)","3ZXC","Registered agent","English","en","Registered agent","","","2023-06-28","ACTV","","","","Utah Revised Uniform Limited Liability Company Act - 48-3a-102; Utah Code: Title 48 Unincorporated Business Entity Act, Chapter 3a"
"ISHYE6","United States of America","US","Utah","US-UT","Limited Liability Company (LLC)","3ZXC","Member","English","en","Member","","","2023-06-28","ACTV","","","","Utah Revised Uniform Limited Liability Company Act - 48-3a-102; Utah Code: Title 48 Unincorporated Business Entity Act, Chapter 3a"
"LRCAUR","United States of America","US","Utah","US-UT","Commercial Bank","65B6","President","English","en","President","","","2023-06-28","ACTV","","","","Utah Code: Title 7 Financial Insitutions Act, Chapter 1 - 7-1-318"
"P8HPJX","United States of America","US","Utah","US-UT","Commercial Bank","65B6","Receiver","English","en","Receiver","","","2023-06-28","ACTV","","","","Utah Code: Title 7 Financial Insitutions Act, Chapter 2 - 7-2-9"
"R4F5T8","United States of America","US","Utah","US-UT","Limited Liability Company (LLC)","3ZXC","Organizer","English","en","Organizer","","","2023-06-28","ACTV","","","","Utah Revised Uniform Limited Liability Company Act - 48-3a-102; Utah Code: Title 48 Unincorporated Business Entity Act, Chapter 3a"
"R7LBYP","United States of America","US","Utah","US-UT","Profit Corporation","2I4P","Incorporator","English","en","Incorporator","","","2023-06-28","ACTV","","","","Utah Revised Business Corporation Act - 16-10a-201; Utah Code: Title 16 Corporations: Chapter 10a"
"SLT2LU","United States of America","US","Utah","US-UT","Limited Liability Company (LLC)","3ZXC","Manager","English","en","Manager","","","2023-06-28","ACTV","","","","Utah Revised Uniform Limited Liability Company Act - 48-3a-102; Utah Code: Title 48 Unincorporated Business Entity Act, Chapter 3a"
"VZUYEA","United States of America","US","Utah","US-UT","Profit Corporation","2I4P","Director","English","en","Director","","","2023-06-28","ACTV","","","","Utah Revised Business Corporation Act - 16-10a-202; Utah Code: Title 16 Corporations: Chapter 10a"
"W5RQZR","United States of America","US","Utah","US-UT","Commercial Bank","65B6","Principal shareholder","English","en","Principal shareholder","","","2023-06-28","ACTV","","","","Utah Code: Title 7 Financial Insitutions Act, Chapter 3 - 7-3-32"
"XRIOBD","United States of America","US","Utah","US-UT","Commercial Bank","65B6","Liquidator","English","en","Liquidator","","","2023-06-28","ACTV","","","","Utah Code: Title 7 Financial Insitutions Act, Chapter 2 - 7-2-9"
